File Path: C:\Users\Administrator\Desktop\ASEN 3112\Lab 1 (Torsion)\Data\Test Run 126 01-30-20 14 48 29 PM\DAQ- Time, … - (Timed).txt   
Test: ASEN3112_20in-lb-return
Test Run: Test Run 126
Date: 1/30/2020 2:39:45 PM


Time 	Torsional Angle 	Torsional Epsilon 3550 Torsion 	Torsional Torque 	Axial Epsilon 3550 Axial 
sec	°	°	in·lbf	in
158.033203125	47.9996803105633	-0.00901278395548878	1.41192214249309	0.0239227596839054
158.04296875	47.9988367822009	-0.00907190444543068	0.959306583003792	0.0239227459340642
158.052734375	48.0028495183378	-0.00930966039556087	1.08485728245026	0.0239234723840056
158.0625	48.0014015182339	-0.00912842359379449	1.48693872530798	0.0239221890654972
158.072265625	47.998983631268	-0.00885282812886311	0.850020179081081	0.0239218086532251
158.08203125	47.9977302915555	-0.00886605661779832	1.43466120249068	0.0239245838294994
158.091796875	47.9963471782488	-0.0088294902595964	1.30612868365898	0.0239222394815815
158.1015625	48.0008038766816	-0.00911765137161858	0.788387954640768	0.0239227138511015
158.111328125	48.0013673672881	-0.00905567524228408	1.4589602147059	0.0239227230176623
158.12109375	48.0016405748548	-0.00895556778098417	0.852960783969525	0.0239212586595787
158.130859375	47.9991782916594	-0.00903201720790007	1.194579570891	0.0239239307120442
158.140625	47.9954694989405	-0.00896198692483342	1.23969698161028	0.0239217811535428
158.150390625	47.9991441407135	-0.00900324486927248	0.898572900536657	0.0239232042621029
158.16015625	47.9984781972695	-0.00903298187206861	1.45434933463482	0.023921700946136
158.169921875	48.0016030088144	-0.0089784245688116	0.740284504171782	0.0239227092678211
158.1796875	48.0007492351683	-0.00894732436297696	1.14243076919006	0.0239239971696098
158.189453125	47.9976551594746	-0.00887507126688237	1.4209996189249	0.0239221959404178
158.19921875	47.9980922915815	-0.00887557902874809	1.04982594932818	0.0239232386367058
158.208984375	47.9972829141649	-0.00924212890118317	1.32798885275546	0.0239216321969302
158.21875	48.0001754992781	-0.00918550136358693	0.913824308587342	0.0239225786443301
158.228515625	48.0019445182729	-0.0090827533738326	0.967193982597941	0.0239216459467714
158.23828125	47.9967843103556	-0.00890722284827149	1.09485591937108	0.0239242927911948
158.248046875	47.9986455369042	-0.00891521196846418	1.14823693561119	0.0239244027899241
158.2578125	47.9954592536568	-0.00913492861526635	1.30920625256315	0.023921558864444
158.267578125	47.99978959359	-0.00912221956088343	1.17693871117452	0.0239232707196685
158.27734375	47.9989631407005	-0.00901998516933811	0.914259138014257	0.0239228925990366
158.287109375	48.001647405044	-0.00919147361029328	1.28307731669053	0.023921428240953
158.296875	47.9979488576089	-0.00891482676980742	0.906526243325667	0.0239237817554317
158.306640625	47.9965759895859	-0.00904577013396753	1.13019830654331	0.0239227207260221
158.31640625	47.9980376500681	-0.00913438333405095	1.50319055756791	0.0239233990515194
158.326171875	47.9975663670155	-0.00912728800814406	1.05053483867294	0.02392115553577
158.3359375	48.0002267256968	-0.00911353674960325	1.02954122910013	0.0239227023929006
