File Path: C:\Users\Administrator\Desktop\ASEN 3112\Lab 1 (Torsion)\Data\Test Run 123 01-30-20 9 31 29 AM\DAQ- Time, … - (Timed).txt   
Test: ASEN3112_20in-lb-return
Test Run: Test Run 123
Date: 1/30/2020 9:23:47 AM


Time 	Torsional Angle 	Torsional Epsilon 3550 Torsion 	Torsional Torque 	Axial Epsilon 3550 Axial 
sec	°	°	in·lbf	in
105.6279296875	48.0021425937588	-0.00534549347374979	2.71812758403089	0.0339560073206392
105.6376953125	48.0038330655781	-0.00519067613050416	3.52708757339971	0.0339556796160915
105.6474609375	48.0017976692057	-0.00470752070494984	2.77441616761882	0.0339558079479424
105.6572265625	48.0040926127665	-0.00526597496402975	3.34556574090538	0.0339550562899589
105.6669921875	47.9973682915295	-0.00511684305290621	3.15038918293753	0.0339539219280632
105.6767578125	48.0016747258007	-0.00530813295597956	2.87649517817279	0.0339540892177973
105.6865234375	48.000636537047	-0.00555459756405304	3.37129677554021	0.0339541167174796
105.6962890625	48.0039286882265	-0.00515491477079378	3.00742222629628	0.0339532298527247
105.7060546875	48.004960046791	-0.00519667339011029	3.26610208091544	0.0339539608859464
105.7158203125	48.0016132540982	-0.00497988408634679	3.17179698171726	0.0339536194315576
105.7255859375	47.9993524614832	-0.00489921039753815	2.96011325943898	0.033954547545836
105.7353515625	47.9992021973215	-0.00558329528086292	3.46854346877475	0.0339547652516543
105.7451171875	48.0030510089183	-0.00541101893356439	3.04776627291235	0.0339534590167441
105.7548828125	48.0045024241167	-0.00518996534726848	2.99032869509715	0.0339541419255217
105.7646484375	48.0042087259824	-0.0051894321556213	3.17125519242828	0.0339538210958946
105.7744140625	48.0005682351553	-0.00474012793799678	2.83260602540099	0.0339564106493132
105.7841796875	47.9976380840017	-0.0052777468684339	3.2480602865742	0.0339553519115439
105.7939453125	48.0025558202035	-0.00526535297658832	3.36009988482556	0.0339537844296515
105.8037109375	48.0012478389776	-0.00526530837025036	2.98424741366705	0.0339551250391647
105.8134765625	48.0043384995766	-0.00545913041254571	3.02157337214071	0.0339544994213919
105.8232421875	48.00209136734	-0.00490911675649968	3.06150092153803	0.0339572425147035
