File Path: C:\Users\Administrator\Desktop\ASEN 3112\Lab 1 (Torsion)\Data\Test Run 125 01-30-20 10 31 38 AM\DAQ- Time, … - (Timed).txt   
Test: ASEN3112_20in-lb-return
Test Run: Test Run 125
Date: 1/30/2020 10:19:48 AM


Time 	Torsional Angle 	Torsional Epsilon 3550 Torsion 	Torsional Torque 	Axial Epsilon 3550 Axial 
sec	°	°	in·lbf	in
204.0859375	48.0033993485659	-0.00768788150289469	-0.184851139544889	0.0273128930207958
204.095703125	47.9980922915815	-0.00789745125001569	-0.0378163615280401	0.0273137661357095
204.10546875	47.9984918576479	-0.00764598989832763	-0.582158921555019	0.0273148752895631
204.115234375	47.9973614613404	-0.00781764342442142	-0.107339035435265	0.0273144559194077
204.125	48.0014493295581	-0.00763586134143963	-0.190131738702981	0.0273144490444871
204.134765625	48.0009541408433	-0.00764683366681386	-0.396663780769117	0.0273140777987758
204.14453125	48.0006023861011	-0.00775436245548124	-0.161468094792087	0.0273146186258615
204.154296875	47.9989665557951	-0.00776375813440541	-0.353149515060104	0.0273145613348566
204.1640625	47.9957734423586	-0.00775211879837014	-0.535630821039669	0.0273145796679782
204.173828125	47.9994310086586	-0.00775240728048104	-0.0430526633449847	0.0273139517585652
204.18359375	48.0002438011697	-0.00784583129495726	-0.416809426799203	0.0273149417471287
204.193359375	48.0012410087884	-0.00816037517991383	-0.519054845005405	0.0273146346673428
204.203125	48.0018079144895	-0.00774943074540612	0.0233923180145794	0.0273132253086238
204.212890625	47.9957666121694	-0.00770287423502837	-0.328638198729026	0.0273126248988932
204.22265625	47.9983928199049	-0.00799780550526018	-0.0488484519558294	0.0273148890394043
204.232421875	47.9978395745822	-0.00800682348939754	-0.380698306832877	0.0273143596705196
204.2421875	48.0015312918281	-0.00796873051054514	-0.577888044596641	0.027314565918137
204.251953125	48.000151593616	-0.00754896819509839	-0.0204341475076042	0.0273164886042593
204.26171875	47.9991748765648	-0.00763197350304906	-0.429726544666596	0.0273126340654539
204.271484375	47.9980342349735	-0.00793734432388958	-0.148615353968677	0.0273153702838449
204.28125	47.9960705555874	-0.00783645729387957	-0.131158953854022	0.0273139815498877
204.291015625	48.0005921408174	-0.00795324835933892	-0.584827510764661	0.0273153542423635
204.30078125	48.0009063295192	-0.00779940818671172	0.0911087666000604	0.0273156888218318
204.310546875	47.9990246124031	-0.00770109748538001	-0.763941097782667	0.0273148202901985
204.3203125	47.9988401972955	-0.00793185816120247	-0.530040585610106	0.027316188399394
204.330078125	47.9951143291037	-0.0077235540668108	-0.0563577332706449	0.0273144146698842
204.33984375	47.9985669897287	-0.00778541430304295	-0.595676748956	0.0273153519507234
204.349609375	47.9978737255281	-0.00802501453765094	-0.0204475422190604	0.0273136836366625
204.359375	48.0006228766686	-0.00796604245758112	-0.368481307865325	0.0273152671600362
204.369140625	48.001688386179	-0.00779676515696732	-0.172499154857456	0.0273129915613241
204.37890625	47.9976893104205	-0.00764896643340255	-0.140622840921919	0.0273130786436515
204.388671875	47.9962891216408	-0.00760520886651122	-0.577416155094215	0.0273154940324154
204.3984375	47.9967228386531	-0.00808261090823234	-0.209762203523215	0.0273141694643835
204.408203125	47.9995915181041	-0.00791748741651021	-0.429790971167975	0.0273143023795148
204.41796875	48.0000559709676	-0.00764499021609939	-0.399499832722108	0.0273133078076708
204.427734375	47.9984098953778	-0.00780924742772549	-0.000148372188437627	0.0273130167693662
204.4375	47.9971292349086	-0.00771760099666096	-0.341824793462219	0.0273162708984409
204.447265625	47.9934306874735	-0.00777752940326605	-0.155209673454794	0.0273143802952813
204.45703125	47.9973512160566	-0.00829493540938347	-0.00713010794436372	0.0273147400827917
204.466796875	47.9975014802183	-0.00846559008701233	-0.46570475612368	0.0273133261407924
204.4765625	47.9994924803611	-0.00826170577201343	-0.343131293010406	0.0273149990381336
204.486328125	47.9958827253853	-0.00742533610154669	-0.414203120937108	0.027316449646376
204.49609375	47.9942434799847	-0.00754816778230514	-0.38232835666665	0.0273140136328504
204.505859375	47.996114951817	-0.0079198861536	-0.0914539380106618	0.0273157484044768
204.515625	47.9957324612235	-0.00823149769293794	-0.354767167573243	0.0273140388408925
204.525390625	47.9994173482803	-0.00841585693836134	-0.523227829291012	0.027314222172108
204.53515625	47.998375744432	-0.00795216029819808	-0.0551079036555418	0.0273152671600362
204.544921875	47.9970814235844	-0.00767042333260511	-0.326996839637334	0.0273133536404747
204.5546875	47.995589027251	-0.00784227696189721	0.00208339281264501	0.0273148707062827
204.564453125	47.993287253501	-0.0079178642775337	-0.232532190879191	0.0273139930080886
